"id","Date","APPLICATION","OFFERED","ANSWERED","AVG ANS DELAY","AVG ANS DELAY SECONDS","MAX ANS DELAY","ABANDONED","DelayCallsProduct"
"2018-03-13-dba_cs_268_5311_gen_inq_script","2018/03/13","dba_cs_268_5311_gen_inq_script","459","334","00:03:31","211","00:17:45","85","70,474"
"2018-03-14-dba_cs_268_5311_gen_inq_script","2018/03/14","dba_cs_268_5311_gen_inq_script","364","269","00:04:09","249","00:25:08","61","66,981"
"2018-03-15-dba_cs_268_5311_gen_inq_script","2018/03/15","dba_cs_268_5311_gen_inq_script","327","309","00:01:23","83","00:10:21","10","25,647"
"2018-03-16-dba_cs_268_5311_gen_inq_script","2018/03/16","dba_cs_268_5311_gen_inq_script","298","249","00:02:07","127","00:19:31","34","31,623"
"2018-03-19-dba_cs_268_5311_gen_inq_script","2018/03/19","dba_cs_268_5311_gen_inq_script","512","237","00:08:28","508","00:38:31","152","120,396"
"2018-03-20-dba_cs_268_5311_gen_inq_script","2018/03/20","dba_cs_268_5311_gen_inq_script","443","280","00:04:39","279","00:26:58","87","78,120"
"2018-03-21-dba_cs_268_5311_gen_inq_script","2018/03/21","dba_cs_268_5311_gen_inq_script","444","400","00:01:34","94","00:10:30","34","37,600"
"2018-03-22-dba_cs_268_5311_gen_inq_script","2018/03/22","dba_cs_268_5311_gen_inq_script","452","304","00:05:41","341","00:24:48","81","103,664"
"2018-03-23-dba_cs_268_5311_gen_inq_script","2018/03/23","dba_cs_268_5311_gen_inq_script","366","261","00:04:41","281","00:16:19","57","73,341"
"2018-03-26-dba_cs_268_5311_gen_inq_script","2018/03/26","dba_cs_268_5311_gen_inq_script","492","355","00:03:28","208","00:18:57","80","73,840"
"2018-03-27-dba_cs_268_5311_gen_inq_script","2018/03/27","dba_cs_268_5311_gen_inq_script","436","383","00:01:51","111","00:15:43","34","42,513"
"2018-03-28-dba_cs_268_5311_gen_inq_script","2018/03/28","dba_cs_268_5311_gen_inq_script","409","293","00:04:07","247","00:21:06","68","72,371"
"2018-03-29-dba_cs_268_5311_gen_inq_script","2018/03/29","dba_cs_268_5311_gen_inq_script","443","279","00:04:46","286","00:24:59","101","79,794"
"2018-03-30-dba_cs_268_5311_gen_inq_script","2018/03/30","dba_cs_268_5311_gen_inq_script","0","0","00:00:00","0","00:00:00","0","0"
"2018-04-02-dba_cs_268_5311_gen_inq_script","2018/04/02","dba_cs_268_5311_gen_inq_script","464","291","00:04:26","266","00:28:00","105","77,406"
"2018-04-03-dba_cs_268_5311_gen_inq_script","2018/04/03","dba_cs_268_5311_gen_inq_script","535","372","00:04:40","280","00:17:34","97","104,160"
"2018-04-04-dba_cs_268_5311_gen_inq_script","2018/04/04","dba_cs_268_5311_gen_inq_script","520","233","00:09:30","570","00:33:45","165","132,810"
"2018-04-05-dba_cs_268_5311_gen_inq_script","2018/04/05","dba_cs_268_5311_gen_inq_script","528","158","00:11:22","682","00:27:15","197","107,756"
"2018-04-06-dba_cs_268_5311_gen_inq_script","2018/04/06","dba_cs_268_5311_gen_inq_script","448","262","00:06:12","372","00:20:51","101","97,464"
"2018-04-09-dba_cs_268_5311_gen_inq_script","2018/04/09","dba_cs_268_5311_gen_inq_script","510","392","00:04:03","243","00:13:21","73","95,256"
"2018-04-10-dba_cs_268_5311_gen_inq_script","2018/04/10","dba_cs_268_5311_gen_inq_script","427","368","00:02:22","142","00:15:07","39","52,256"
"2018-04-11-dba_cs_268_5311_gen_inq_script","2018/04/11","dba_cs_268_5311_gen_inq_script","444","231","00:08:33","513","00:19:48","112","118,503"
"2018-04-12-dba_cs_268_5311_gen_inq_script","2018/04/12","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-13-dba_cs_268_5311_gen_inq_script","2018/04/13","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-16-dba_cs_268_5311_gen_inq_script","2018/04/16","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-17-dba_cs_268_5311_gen_inq_script","2018/04/17","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-18-dba_cs_268_5311_gen_inq_script","2018/04/18","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-19-dba_cs_268_5311_gen_inq_script","2018/04/19","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-20-dba_cs_268_5311_gen_inq_script","2018/04/20","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-23-dba_cs_268_5311_gen_inq_script","2018/04/23","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-24-dba_cs_268_5311_gen_inq_script","2018/04/24","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-25-dba_cs_268_5311_gen_inq_script","2018/04/25","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-26-dba_cs_268_5311_gen_inq_script","2018/04/26","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-27-dba_cs_268_5311_gen_inq_script","2018/04/27","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-04-30-dba_cs_268_5311_gen_inq_script","2018/04/30","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-01-dba_cs_268_5311_gen_inq_script","2018/05/01","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-02-dba_cs_268_5311_gen_inq_script","2018/05/02","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-03-dba_cs_268_5311_gen_inq_script","2018/05/03","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-04-dba_cs_268_5311_gen_inq_script","2018/05/04","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-07-dba_cs_268_5311_gen_inq_script","2018/05/07","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-08-dba_cs_268_5311_gen_inq_script","2018/05/08","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-09-dba_cs_268_5311_gen_inq_script","2018/05/09","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-10-dba_cs_268_5311_gen_inq_script","2018/05/10","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-11-dba_cs_268_5311_gen_inq_script","2018/05/11","dba_cs_268_5311_gen_inq_script","414","316","00:04:02","242","00:14:23","58","76,472"
"2018-05-14-dba_cs_268_5311_gen_inq_script","2018/05/14","dba_cs_268_5311_gen_inq_script","672","286","00:09:25","565","00:27:03","205","161,590"
"2018-05-15-dba_cs_268_5311_gen_inq_script","2018/05/15","dba_cs_268_5311_gen_inq_script","505","264","00:06:03","363","00:47:29","146","95,832"
"2018-05-16-dba_cs_268_5311_gen_inq_script","2018/05/16","dba_cs_268_5311_gen_inq_script","469","188","00:11:26","686","00:41:11","166","128,968"
"2018-05-17-dba_cs_268_5311_gen_inq_script","2018/05/17","dba_cs_268_5311_gen_inq_script","425","193","00:08:20","500","00:29:42","136","96,500"
"2018-05-18-dba_cs_268_5311_gen_inq_script","2018/05/18","dba_cs_268_5311_gen_inq_script","433","105","00:17:57","1,077","00:54:36","172","113,085"
"2018-05-21-dba_cs_268_5311_gen_inq_script","2018/05/21","dba_cs_268_5311_gen_inq_script","0","0","00:00:00","0","00:00:00","0","0"
"2018-05-22-dba_cs_268_5311_gen_inq_script","2018/05/22","dba_cs_268_5311_gen_inq_script","575","176","00:14:42","882","00:37:19","210","155,232"
"2018-05-23-dba_cs_268_5311_gen_inq_script","2018/05/23","dba_cs_268_5311_gen_inq_script","519","226","00:09:24","564","00:22:31","161","127,464"
"2018-05-24-dba_cs_268_5311_gen_inq_script","2018/05/24","dba_cs_268_5311_gen_inq_script","442","257","00:05:16","316","00:18:49","95","81,212"
"2018-05-25-dba_cs_268_5311_gen_inq_script","2018/05/25","dba_cs_268_5311_gen_inq_script","421","339","00:03:10","190","00:15:00","51","64,410"
"2018-05-28-dba_cs_268_5311_gen_inq_script","2018/05/28","dba_cs_268_5311_gen_inq_script","577","266","00:08:00","480","00:22:29","158","127,680"
"2018-05-29-dba_cs_268_5311_gen_inq_script","2018/05/29","dba_cs_268_5311_gen_inq_script","467","272","00:05:39","339","00:23:35","123","92,208"
"2018-05-30-dba_cs_268_5311_gen_inq_script","2018/05/30","dba_cs_268_5311_gen_inq_script","402","344","00:02:56","176","00:22:18","39","60,544"
"2018-05-31-dba_cs_268_5311_gen_inq_script","2018/05/31","dba_cs_268_5311_gen_inq_script","406","337","00:05:35","335","00:24:24","69","112,895"
"2018-06-01-dba_cs_268_5311_gen_inq_script","2018/06/01","dba_cs_268_5311_gen_inq_script","387","333","00:05:26","326","00:19:53","52","108,558"
"2018-06-04-dba_cs_268_5311_gen_inq_script","2018/06/04","dba_cs_268_5311_gen_inq_script","520","427","00:05:30","330","00:18:44","85","140,910"
"2018-06-05-dba_cs_268_5311_gen_inq_script","2018/06/05","dba_cs_268_5311_gen_inq_script","480","399","00:04:58","298","00:16:54","75","118,902"
"2018-06-06-dba_cs_268_5311_gen_inq_script","2018/06/06","dba_cs_268_5311_gen_inq_script","420","382","00:02:31","151","00:15:40","36","57,682"
"2018-06-07-dba_cs_268_5311_gen_inq_script","2018/06/07","dba_cs_268_5311_gen_inq_script","439","325","00:06:45","405","00:34:13","112","131,625"
"2018-06-08-dba_cs_268_5311_gen_inq_script","2018/06/08","dba_cs_268_5311_gen_inq_script","391","309","00:05:41","341","00:23:15","78","105,369"
"2018-06-11-dba_cs_268_5311_gen_inq_script","2018/06/11","dba_cs_268_5311_gen_inq_script","540","367","00:09:35","575","00:28:00","166","211,025"
"2018-06-12-dba_cs_268_5311_gen_inq_script","2018/06/12","dba_cs_268_5311_gen_inq_script","467","363","00:06:58","418","00:25:32","104","151,734"
"2018-06-13-dba_cs_268_5311_gen_inq_script","2018/06/13","dba_cs_268_5311_gen_inq_script","444","311","00:08:38","518","00:20:46","132","161,098"
"2018-06-14-dba_cs_268_5311_gen_inq_script","2018/06/14","dba_cs_268_5311_gen_inq_script","391","313","00:06:43","403","00:25:14","77","126,139"
"2018-06-15-dba_cs_268_5311_gen_inq_script","2018/06/15","dba_cs_268_5311_gen_inq_script","406","322","00:06:27","387","00:29:10","83","124,614"
"2018-06-18-dba_cs_268_5311_gen_inq_script","2018/06/18","dba_cs_268_5311_gen_inq_script","557","376","00:10:14","614","00:22:10","179","230,864"
"2018-06-19-dba_cs_268_5311_gen_inq_script","2018/06/19","dba_cs_268_5311_gen_inq_script","453","301","00:09:39","579","00:28:30","150","174,279"
"2018-06-20-dba_cs_268_5311_gen_inq_script","2018/06/20","dba_cs_268_5311_gen_inq_script","461","258","00:14:58","898","00:37:42","202","231,684"
"2018-06-21-dba_cs_268_5311_gen_inq_script","2018/06/21","dba_cs_268_5311_gen_inq_script","417","333","00:07:15","435","00:22:06","81","144,855"
"2018-06-22-dba_cs_268_5311_gen_inq_script","2018/06/22","dba_cs_268_5311_gen_inq_script","380","304","00:07:28","448","00:31:01","76","136,192"
"2018-06-25-dba_cs_268_5311_gen_inq_script","2018/06/25","dba_cs_268_5311_gen_inq_script","428","344","00:03:09","189","00:13:47","55","65,016"
"2018-06-26-dba_cs_268_5311_gen_inq_script","2018/06/26","dba_cs_268_5311_gen_inq_script","406","325","00:07:39","459","00:24:43","80","149,175"
"2018-06-27-dba_cs_268_5311_gen_inq_script","2018/06/27","dba_cs_268_5311_gen_inq_script","391","346","00:03:59","239","00:15:28","44","82,694"
"2018-06-28-dba_cs_268_5311_gen_inq_script","2018/06/28","dba_cs_268_5311_gen_inq_script","376","315","00:05:14","314","00:18:56","61","98,910"
"2018-06-29-dba_cs_268_5311_gen_inq_script","2018/06/29","dba_cs_268_5311_gen_inq_script","342","243","00:07:57","477","00:28:58","97","115,911"
"2018-07-02-dba_cs_268_5311_gen_inq_script","2018/07/02","dba_cs_268_5311_gen_inq_script","2","0","00:00:00","0","00:00:00","0","0"
"2018-07-03-dba_cs_268_5311_gen_inq_script","2018/07/03","dba_cs_268_5311_gen_inq_script","467","378","00:06:15","375","00:29:06","87","141,750"
"2018-07-04-dba_cs_268_5311_gen_inq_script","2018/07/04","dba_cs_268_5311_gen_inq_script","494","306","00:09:30","570","00:31:00","186","174,420"
"2018-07-05-dba_cs_268_5311_gen_inq_script","2018/07/05","dba_cs_268_5311_gen_inq_script","459","324","00:08:32","512","00:28:56","134","165,888"
"2018-07-06-dba_cs_268_5311_gen_inq_script","2018/07/06","dba_cs_268_5311_gen_inq_script","321","286","00:03:07","187","00:14:10","33","53,482"
"2018-07-09-dba_cs_268_5311_gen_inq_script","2018/07/09","dba_cs_268_5311_gen_inq_script","476","333","00:08:19","499","00:21:16","140","166,167"
"2018-07-10-dba_cs_268_5311_gen_inq_script","2018/07/10","dba_cs_268_5311_gen_inq_script","355","292","00:04:20","260","00:18:55","63","75,920"
"2018-07-11-dba_cs_268_5311_gen_inq_script","2018/07/11","dba_cs_268_5311_gen_inq_script","328","301","00:01:59","119","00:13:58","26","35,819"
"2018-07-12-dba_cs_268_5311_gen_inq_script","2018/07/12","dba_cs_268_5311_gen_inq_script","407","331","00:05:33","333","00:23:18","74","110,223"
"2018-07-13-dba_cs_268_5311_gen_inq_script","2018/07/13","dba_cs_268_5311_gen_inq_script","307","280","00:02:04","124","00:12:48","25","34,720"
"2018-07-16-dba_cs_268_5311_gen_inq_script","2018/07/16","dba_cs_268_5311_gen_inq_script","432","371","00:05:07","307","00:15:37","60","113,897"
"2018-07-17-dba_cs_268_5311_gen_inq_script","2018/07/17","dba_cs_268_5311_gen_inq_script","438","371","00:04:59","299","00:27:14","66","110,929"
"2018-07-18-dba_cs_268_5311_gen_inq_script","2018/07/18","dba_cs_268_5311_gen_inq_script","455","318","00:08:19","499","00:22:50","135","158,682"
"2018-07-19-dba_cs_268_5311_gen_inq_script","2018/07/19","dba_cs_268_5311_gen_inq_script","439","309","00:09:11","551","00:28:09","129","170,259"
"2018-07-20-dba_cs_268_5311_gen_inq_script","2018/07/20","dba_cs_268_5311_gen_inq_script","419","307","00:08:08","488","00:22:18","111","149,816"
"2018-07-23-dba_cs_268_5311_gen_inq_script","2018/07/23","dba_cs_268_5311_gen_inq_script","530","359","00:08:49","529","00:20:41","170","189,911"
"2018-07-24-dba_cs_268_5311_gen_inq_script","2018/07/24","dba_cs_268_5311_gen_inq_script","437","279","00:10:45","645","00:23:00","158","179,955"
"2018-07-25-dba_cs_268_5311_gen_inq_script","2018/07/25","dba_cs_268_5311_gen_inq_script","409","384","00:02:42","162","00:12:29","23","62,208"
"2018-07-26-dba_cs_268_5311_gen_inq_script","2018/07/26","dba_cs_268_5311_gen_inq_script","372","307","00:05:53","353","00:17:11","65","108,371"
"2018-07-27-dba_cs_268_5311_gen_inq_script","2018/07/27","dba_cs_268_5311_gen_inq_script","345","284","00:06:03","363","00:16:59","61","103,092"
"2018-07-30-dba_cs_268_5311_gen_inq_script","2018/07/30","dba_cs_268_5311_gen_inq_script","435","327","00:06:23","383","00:25:35","108","125,241"
"2018-07-31-dba_cs_268_5311_gen_inq_script","2018/07/31","dba_cs_268_5311_gen_inq_script","391","312","00:06:09","369","00:29:14","79","115,128"
"2018-08-01-dba_cs_268_5311_gen_inq_script","2018/08/01","dba_cs_268_5311_gen_inq_script","378","269","00:09:37","577","00:27:50","109","155,213"
"2018-08-02-dba_cs_268_5311_gen_inq_script","2018/08/02","dba_cs_268_5311_gen_inq_script","408","312","00:07:56","476","00:22:37","95","148,512"
"2018-08-03-dba_cs_268_5311_gen_inq_script","2018/08/03","dba_cs_268_5311_gen_inq_script","353","300","00:05:27","327","00:22:01","50","98,100"
"2018-08-06-dba_cs_268_5311_gen_inq_script","2018/08/06","dba_cs_268_5311_gen_inq_script","1","0","00:00:00","0","00:00:00","0","0"
"2018-08-07-dba_cs_268_5311_gen_inq_script","2018/08/07","dba_cs_268_5311_gen_inq_script","504","315","00:12:54","774","00:33:55","187","243,810"
"2018-08-08-dba_cs_268_5311_gen_inq_script","2018/08/08","dba_cs_268_5311_gen_inq_script","465","331","00:08:58","538","00:31:30","134","178,078"
"2018-08-09-dba_cs_268_5311_gen_inq_script","2018/08/09","dba_cs_268_5311_gen_inq_script","417","332","00:06:37","397","00:19:01","84","131,804"
"2018-08-10-dba_cs_268_5311_gen_inq_script","2018/08/10","dba_cs_268_5311_gen_inq_script","356","299","00:05:25","325","00:20:35","57","97,175"
"2018-08-13-dba_cs_268_5311_gen_inq_script","2018/08/13","dba_cs_268_5311_gen_inq_script","417","325","00:07:30","450","00:19:42","92","146,250"
"2018-08-14-dba_cs_268_5311_gen_inq_script","2018/08/14","dba_cs_268_5311_gen_inq_script","404","355","00:04:15","255","00:13:56","48","90,525"
"2018-08-15-dba_cs_268_5311_gen_inq_script","2018/08/15","dba_cs_268_5311_gen_inq_script","385","350","00:02:53","173","00:18:01","35","60,550"
"2018-08-16-dba_cs_268_5311_gen_inq_script","2018/08/16","dba_cs_268_5311_gen_inq_script","357","320","00:03:46","226","00:13:47","36","72,320"
"2018-08-17-dba_cs_268_5311_gen_inq_script","2018/08/17","dba_cs_268_5311_gen_inq_script","326","268","00:04:59","299","00:19:27","58","80,132"
"2018-08-20-dba_cs_268_5311_gen_inq_script","2018/08/20","dba_cs_268_5311_gen_inq_script","505","407","00:07:13","433","00:19:15","96","176,231"
"2018-08-21-dba_cs_268_5311_gen_inq_script","2018/08/21","dba_cs_268_5311_gen_inq_script","436","343","00:07:30","450","00:21:30","92","154,350"
"2018-08-22-dba_cs_268_5311_gen_inq_script","2018/08/22","dba_cs_268_5311_gen_inq_script","366","321","00:04:05","245","00:18:19","45","78,645"
"2018-08-23-dba_cs_268_5311_gen_inq_script","2018/08/23","dba_cs_268_5311_gen_inq_script","364","260","00:08:41","521","00:23:25","104","135,460"
"2018-08-24-dba_cs_268_5311_gen_inq_script","2018/08/24","dba_cs_268_5311_gen_inq_script","344","250","00:07:45","465","00:31:15","94","116,250"
"2018-08-27-dba_cs_268_5311_gen_inq_script","2018/08/27","dba_cs_268_5311_gen_inq_script","430","358","00:05:41","341","00:21:00","72","122,078"
"2018-08-28-dba_cs_268_5311_gen_inq_script","2018/08/28","dba_cs_268_5311_gen_inq_script","442","325","00:09:06","546","00:25:28","114","177,450"
"2018-08-29-dba_cs_268_5311_gen_inq_script","2018/08/29","dba_cs_268_5311_gen_inq_script","399","302","00:07:24","444","00:18:54","94","134,088"
"2018-08-30-dba_cs_268_5311_gen_inq_script","2018/08/30","dba_cs_268_5311_gen_inq_script","376","245","00:10:39","639","00:29:11","129","156,555"
"2018-08-31-dba_cs_268_5311_gen_inq_script","2018/08/31","dba_cs_268_5311_gen_inq_script","324","285","00:04:34","274","00:17:18","37","78,090"
"2018-09-03-dba_cs_268_5311_gen_inq_script","2018/09/03","dba_cs_268_5311_gen_inq_script","1","0","00:00:00","0","00:00:00","0","0"
"2018-09-04-dba_cs_268_5311_gen_inq_script","2018/09/04","dba_cs_268_5311_gen_inq_script","416","337","00:06:55","415","00:19:24","79","139,855"
"2018-09-05-dba_cs_268_5311_gen_inq_script","2018/09/05","dba_cs_268_5311_gen_inq_script","439","341","00:07:31","451","00:21:03","95","153,791"
"2018-09-06-dba_cs_268_5311_gen_inq_script","2018/09/06","dba_cs_268_5311_gen_inq_script","415","342","00:06:11","371","00:22:20","66","126,882"
"2018-09-07-dba_cs_268_5311_gen_inq_script","2018/09/07","dba_cs_268_5311_gen_inq_script","390","274","00:09:22","562","00:30:05","115","153,988"
"2018-09-10-dba_cs_268_5311_gen_inq_script","2018/09/10","dba_cs_268_5311_gen_inq_script","443","332","00:08:03","483","00:22:21","110","160,356"
"2018-09-11-dba_cs_268_5311_gen_inq_script","2018/09/11","dba_cs_268_5311_gen_inq_script","473","305","00:10:05","605","00:26:22","168","184,525"
"2018-09-12-dba_cs_268_5311_gen_inq_script","2018/09/12","dba_cs_268_5311_gen_inq_script","398","326","00:06:17","377","00:24:24","69","122,902"
"2018-09-13-dba_cs_268_5311_gen_inq_script","2018/09/13","dba_cs_268_5311_gen_inq_script","364","327","00:03:37","217","00:19:24","35","70,959"
"2018-09-14-dba_cs_268_5311_gen_inq_script","2018/09/14","dba_cs_268_5311_gen_inq_script","333","269","00:04:39","279","00:17:44","63","75,051"
"2018-09-17-dba_cs_268_5311_gen_inq_script","2018/09/17","dba_cs_268_5311_gen_inq_script","411","334","00:07:31","451","00:23:36","77","150,634"
"2018-09-18-dba_cs_268_5311_gen_inq_script","2018/09/18","dba_cs_268_5311_gen_inq_script","422","363","00:04:55","295","00:17:05","58","107,085"
"2018-09-19-dba_cs_268_5311_gen_inq_script","2018/09/19","dba_cs_268_5311_gen_inq_script","370","324","00:03:15","195","00:12:32","39","63,180"
"2018-09-20-dba_cs_268_5311_gen_inq_script","2018/09/20","dba_cs_268_5311_gen_inq_script","387","281","00:03:52","232","00:19:38","54","65,192"
"2018-09-21-dba_cs_268_5311_gen_inq_script","2018/09/21","dba_cs_268_5311_gen_inq_script","373","201","00:06:27","387","00:30:28","95","77,787"
"2018-09-24-dba_cs_268_5311_gen_inq_script","2018/09/24","dba_cs_268_5311_gen_inq_script","442","371","00:02:22","142","00:16:41","47","52,682"
"2018-09-25-dba_cs_268_5311_gen_inq_script","2018/09/25","dba_cs_268_5311_gen_inq_script","367","175","00:07:46","466","00:33:05","102","81,550"
"2018-09-26-dba_cs_268_5311_gen_inq_script","2018/09/26","dba_cs_268_5311_gen_inq_script","355","247","00:04:20","260","00:25:09","60","64,220"
"2018-09-27-dba_cs_268_5311_gen_inq_script","2018/09/27","dba_cs_268_5311_gen_inq_script","370","195","00:07:06","426","00:24:32","101","83,070"
"2018-09-28-dba_cs_268_5311_gen_inq_script","2018/09/28","dba_cs_268_5311_gen_inq_script","320","159","00:06:50","410","00:36:22","94","65,190"
"2018-10-01-dba_cs_268_5311_gen_inq_script","2018/10/01","dba_cs_268_5311_gen_inq_script","393","128","00:13:35","815","00:31:48","136","104,320"
"2018-10-02-dba_cs_268_5311_gen_inq_script","2018/10/02","dba_cs_268_5311_gen_inq_script","335","200","00:05:04","304","00:21:23","74","60,800"
"2018-10-03-dba_cs_268_5311_gen_inq_script","2018/10/03","dba_cs_268_5311_gen_inq_script","331","171","00:06:04","364","00:24:27","93","62,244"
"2018-10-04-dba_cs_268_5311_gen_inq_script","2018/10/04","dba_cs_268_5311_gen_inq_script","379","141","00:13:00","780","00:39:11","138","109,980"
"2018-10-05-dba_cs_268_5311_gen_inq_script","2018/10/05","dba_cs_268_5311_gen_inq_script","306","123","00:08:46","526","00:24:42","94","64,698"
"2018-10-08-dba_cs_268_5311_gen_inq_script","2018/10/08","dba_cs_268_5311_gen_inq_script","1","0","00:00:00","0","00:00:00","0","0"
"2018-10-09-dba_cs_268_5311_gen_inq_script","2018/10/09","dba_cs_268_5311_gen_inq_script","448","152","00:14:16","856","00:37:53","146","130,112"
"2018-10-10-dba_cs_268_5311_gen_inq_script","2018/10/10","dba_cs_268_5311_gen_inq_script","377","46","00:19:30","1,170","00:52:28","154","53,820"
"2018-10-11-dba_cs_268_5311_gen_inq_script","2018/10/11","dba_cs_268_5311_gen_inq_script","401","123","00:06:39","399","00:31:53","129","49,077"
"2018-10-12-dba_cs_268_5311_gen_inq_script","2018/10/12","dba_cs_268_5311_gen_inq_script","363","120","00:07:50","470","00:26:00","109","56,400"
"2018-10-15-dba_cs_268_5311_gen_inq_script","2018/10/15","dba_cs_268_5311_gen_inq_script","454","105","00:09:03","543","00:35:29","154","57,015"
"2018-10-16-dba_cs_268_5311_gen_inq_script","2018/10/16","dba_cs_268_5311_gen_inq_script","403","88","00:09:33","573","00:28:28","160","50,424"
"2018-10-17-dba_cs_268_5311_gen_inq_script","2018/10/17","dba_cs_268_5311_gen_inq_script","408","107","00:08:16","496","00:33:10","151","53,072"
"2018-10-18-dba_cs_268_5311_gen_inq_script","2018/10/18","dba_cs_268_5311_gen_inq_script","368","90","00:10:37","637","00:41:05","131","57,330"
"2018-10-19-dba_cs_268_5311_gen_inq_script","2018/10/19","dba_cs_268_5311_gen_inq_script","343","60","00:12:53","773","01:02:12","139","46,380"
"2018-10-22-dba_cs_268_5311_gen_inq_script","2018/10/22","dba_cs_268_5311_gen_inq_script","456","85","00:13:01","781","00:30:20","189","66,385"
"2018-10-23-dba_cs_268_5311_gen_inq_script","2018/10/23","dba_cs_268_5311_gen_inq_script","455","107","00:09:39","579","00:28:39","184","61,953"
"2018-10-24-dba_cs_268_5311_gen_inq_script","2018/10/24","dba_cs_268_5311_gen_inq_script","361","105","00:06:43","403","00:39:15","114","42,315"
"2018-10-25-dba_cs_268_5311_gen_inq_script","2018/10/25","dba_cs_268_5311_gen_inq_script","395","63","00:16:52","1,012","01:02:28","171","63,756"
"2018-10-26-dba_cs_268_5311_gen_inq_script","2018/10/26","dba_cs_268_5311_gen_inq_script","352","53","00:13:51","831","00:50:50","136","44,043"
"2018-10-29-dba_cs_268_5311_gen_inq_script","2018/10/29","dba_cs_268_5311_gen_inq_script","450","56","00:20:04","1,204","00:49:34","171","67,424"
"2018-10-30-dba_cs_268_5311_gen_inq_script","2018/10/30","dba_cs_268_5311_gen_inq_script","319","72","00:08:48","528","00:32:59","125","38,016"
"2018-10-31-dba_cs_268_5311_gen_inq_script","2018/10/31","dba_cs_268_5311_gen_inq_script","340","131","00:06:50","410","00:27:59","108","53,710"
"2018-11-01-dba_cs_268_5311_gen_inq_script","2018/11/01","dba_cs_268_5311_gen_inq_script","316","191","00:02:43","163","00:16:48","67","31,133"
"2018-11-02-dba_cs_268_5311_gen_inq_script","2018/11/02","dba_cs_268_5311_gen_inq_script","337","68","00:13:18","798","00:53:24","114","54,264"
"2018-11-05-dba_cs_268_5311_gen_inq_script","2018/11/05","dba_cs_268_5311_gen_inq_script","398","133","00:07:47","467","00:23:38","117","62,111"
"2018-11-06-dba_cs_268_5311_gen_inq_script","2018/11/06","dba_cs_268_5311_gen_inq_script","355","79","00:09:01","541","00:47:39","135","42,739"
"2018-11-07-dba_cs_268_5311_gen_inq_script","2018/11/07","dba_cs_268_5311_gen_inq_script","319","55","00:13:41","821","00:35:58","122","45,155"
"2018-11-08-dba_cs_268_5311_gen_inq_script","2018/11/08","dba_cs_268_5311_gen_inq_script","326","96","00:08:01","481","00:32:39","110","46,176"
"2018-11-09-dba_cs_268_5311_gen_inq_script","2018/11/09","dba_cs_268_5311_gen_inq_script","324","129","00:06:58","418","00:25:41","98","53,922"
"2018-11-12-dba_cs_268_5311_gen_inq_script","2018/11/12","dba_cs_268_5311_gen_inq_script","231","93","00:07:40","460","00:31:45","62","42,780"
